Step,Alpha,Population
685,2.72449,1.63199
685,2.77551,1.61399
685,2.82653,0.917572
685,2.87755,0.219733
685,2.92857,0.000691136
685,2.97959,0
685,3.03061,0
685,3.08163,0
685,3.13265,0
685,3.18367,0
685,3.23469,0
685,3.28571,0
685,3.33673,0
685,3.38776,0
685,3.43878,0
685,3.4898,0
685,3.54082,0
685,3.59184,0
685,3.64286,0
685,3.69388,0
685,3.7449,0
685,3.79592,0
685,3.84694,0
685,3.89796,0
685,3.94898,0
685,4,0
686,1.5,0
686,1.55102,0
686,1.60204,0
686,1.65306,0
686,1.70408,0
686,1.7551,0
686,1.80612,0
686,1.85714,0
686,1.90816,0
686,1.95918,0
686,2.0102,0
686,2.06122,0
686,2.11224,0
686,2.16327,0
686,2.21429,0
686,2.26531,0
686,2.31633,0
686,2.36735,0
686,2.41837,0
686,2.46939,1.38666e-05
686,2.52041,0.0192595
686,2.57143,0.203905
686,2.62245,0.945219
686,2.67347,1.63871
686,2.72449,1.58255
686,2.77551,1.53793
686,2.82653,0.930081
686,2.87755,0.228345
686,2.92857,0.0025205
686,2.97959,0
686,3.03061,0
686,3.08163,0
686,3.13265,0
686,3.18367,0
686,3.23469,0
686,3.28571,0
686,3.33673,0
686,3.38776,0
686,3.43878,0
686,3.4898,0
686,3.54082,0
686,3.59184,0
686,3.64286,0
686,3.69388,0
686,3.7449,0
686,3.79592,0
686,3.84694,0
686,3.89796,0
686,3.94898,0
686,4,0
687,1.5,0
687,1.55102,0
687,1.60204,0
687,1.65306,0
687,1.70408,0
687,1.7551,0
687,1.80612,0
687,1.85714,0
687,1.90816,0
687,1.95918,0
687,2.0102,0
687,2.06122,0
687,2.11224,0
687,2.16327,0
687,2.21429,0
687,2.26531,0
687,2.31633,0
687,2.36735,0
687,2.41837,0
687,2.46939,2.05537e-05
687,2.52041,0.0182067
687,2.57143,0.200865
687,2.62245,0.91485
687,2.67347,1.7728
687,2.72449,1.43512
687,2.77551,1.61256
687,2.82653,0.942902
687,2.87755,0.23174
687,2.92857,0.00109396
687,2.97959,0
687,3.03061,0
687,3.08163,0
687,3.13265,0
687,3.18367,0
687,3.23469,0
687,3.28571,0
687,3.33673,0
687,3.38776,0
687,3.43878,0
687,3.4898,0
687,3.54082,0
687,3.59184,0
687,3.64286,0
687,3.69388,0
687,3.7449,0
687,3.79592,0
687,3.84694,0
687,3.89796,0
687,3.94898,0
687,4,0
688,1.5,0
688,1.55102,0
688,1.60204,0
688,1.65306,0
688,1.70408,0
688,1.7551,0
688,1.80612,0
688,1.85714,0
688,1.90816,0
688,1.95918,0
688,2.0102,0
688,2.06122,0
688,2.11224,0
688,2.16327,0
688,2.21429,0
688,2.26531,0
688,2.31633,0
688,2.36735,0
688,2.41837,0
688,2.46939,2.34435e-05
688,2.52041,0.020987
688,2.57143,0.232284
688,2.62245,1.04663
688,2.67347,2.03141
688,2.72449,1.63203
688,2.77551,1.82359
688,2.82653,0.936796
688,2.87755,0.352724
688,2.92857,0.000713806
688,2.97959,0
688,3.03061,0
688,3.08163,0
688,3.13265,0
688,3.18367,0
688,3.23469,0
688,3.28571,0
688,3.33673,0
688,3.38776,0
688,3.43878,0
688,3.4898,0
688,3.54082,0
688,3.59184,0
688,3.64286,0
688,3.69388,0
688,3.7449,0
688,3.79592,0
688,3.84694,0
688,3.89796,0
688,3.94898,0
688,4,0
689,1.5,0
689,1.55102,0
689,1.60204,0
689,1.65306,0
689,1.70408,0
689,1.7551,0
689,1.80612,0
689,1.85714,0
689,1.90816,0
689,1.95918,0
689,2.0102,0
689,2.06122,0
689,2.11224,0
689,2.16327,0
689,2.21429,0
689,2.26531,0
689,2.31633,0
689,2.36735,0
689,2.41837,0
689,2.46939,9.97467e-06
689,2.52041,0.0166116
689,2.57143,0.182456
689,2.62245,0.782348
689,2.67347,1.81343
689,2.72449,1.36634
689,2.77551,1.47553
689,2.82653,0.787075
689,2.87755,0.287793
689,2.92857,0.001366
689,2.97959,0
689,3.03061,0
689,3.08163,0
689,3.13265,0
689,3.18367,0
689,3.23469,0
689,3.28571,0
689,3.33673,0
689,3.38776,0
689,3.43878,0
689,3.4898,0
689,3.54082,0
689,3.59184,0
689,3.64286,0
689,3.69388,0
689,3.7449,0
689,3.79592,0
689,3.84694,0
689,3.89796,0
689,3.94898,0
689,4,0
690,1.5,0
690,1.55102,0
690,1.60204,0
690,1.65306,0
690,1.70408,0
690,1.7551,0
690,1.80612,0
690,1.85714,0
690,1.90816,0
690,1.95918,0
690,2.0102,0
690,2.06122,0
690,2.11224,0
690,2.16327,0
690,2.21429,0
690,2.26531,0
690,2.31633,0
690,2.36735,0
690,2.41837,0
690,2.46939,9.91051e-06
690,2.52041,0.0157493
690,2.57143,0.173322
690,2.62245,0.741988
690,2.67347,1.70441
690,2.72449,1.14591
690,2.77551,1.47803
690,2.82653,0.709678
690,2.87755,0.251604
690,2.92857,0.0011397
690,2.97959,0
690,3.03061,0
690,3.08163,0
690,3.13265,0
690,3.18367,0
690,3.23469,0
690,3.28571,0
690,3.33673,0
690,3.38776,0
690,3.43878,0
690,3.4898,0
690,3.54082,0
690,3.59184,0
690,3.64286,0
690,3.69388,0
690,3.7449,0
690,3.79592,0
690,3.84694,0
690,3.89796,0
690,3.94898,0
690,4,0
691,1.5,0
691,1.55102,0
691,1.60204,0
691,1.65306,0
691,1.70408,0
691,1.7551,0
691,1.80612,0
691,1.85714,0
691,1.90816,0
691,1.95918,0
691,2.0102,0
691,2.06122,0
691,2.11224,0
691,2.16327,0
691,2.21429,0
691,2.26531,0
691,2.31633,0
691,2.36735,0
691,2.41837,0
691,2.46939,1.48206e-05
691,2.52041,0.0216574
691,2.57143,0.247037
691,2.62245,1.0386
691,2.67347,2.41957
691,2.72449,1.47479
691,2.77551,2.31198
691,2.82653,1.00296
691,2.87755,0.358252
691,2.92857,0.000560734
691,2.97959,0
691,3.03061,0
691,3.08163,0
691,3.13265,0
691,3.18367,0
691,3.23469,0
691,3.28571,0
691,3.33673,0
691,3.38776,0
691,3.43878,0
691,3.4898,0
691,3.54082,0
691,3.59184,0
691,3.64286,0
691,3.69388,0
691,3.7449,0
691,3.79592,0
691,3.84694,0
691,3.89796,0
691,3.94898,0
691,4,0
692,1.5,0
692,1.55102,0
692,1.60204,0
692,1.65306,0
692,1.70408,0
692,1.7551,0
692,1.80612,0
692,1.85714,0
692,1.90816,0
692,1.95918,0
692,2.0102,0
692,2.06122,0
692,2.11224,0
692,2.16327,0
692,2.21429,0
692,2.26531,0
692,2.31633,0
692,2.36735,0
692,2.41837,0
692,2.46939,1.1169e-05
692,2.52041,0.0162526
692,2.57143,0.188813
692,2.62245,0.778596
692,2.67347,1.80001
692,2.72449,1.2525
692,2.77551,1.47503
692,2.82653,0.714877
692,2.87755,0.246652
692,2.92857,0.00130447
692,2.97959,0
692,3.03061,0
692,3.08163,0
692,3.13265,0
692,3.18367,0
692,3.23469,0
692,3.28571,0
692,3.33673,0
692,3.38776,0
692,3.43878,0
692,3.4898,0
692,3.54082,0
692,3.59184,0
692,3.64286,0
692,3.69388,0
692,3.7449,0
692,3.79592,0
692,3.84694,0
692,3.89796,0
692,3.94898,0
692,4,0
693,1.5,0
693,1.55102,0
693,1.60204,0
693,1.65306,0
693,1.70408,0
693,1.7551,0
693,1.80612,0
693,1.85714,0
693,1.90816,0
693,1.95918,0
693,2.0102,0
693,2.06122,0
693,2.11224,0
693,2.16327,0
693,2.21429,0
693,2.26531,0
693,2.31633,0
693,2.36735,0
693,2.41837,0
693,2.46939,7.79646e-06
693,2.52041,0.0181317
693,2.57143,0.216187
693,2.62245,0.905599
693,2.67347,1.93103
693,2.72449,1.68837
693,2.77551,1.75937
693,2.82653,0.836029
693,2.87755,0.296473
693,2.92857,0.00145926
693,2.97959,0
693,3.03061,0
693,3.08163,0
693,3.13265,0
693,3.18367,0
693,3.23469,0
693,3.28571,0
693,3.33673,0
693,3.38776,0
693,3.43878,0
693,3.4898,0
693,3.54082,0
693,3.59184,0
693,3.64286,0
693,3.69388,0
693,3.7449,0
693,3.79592,0
693,3.84694,0
693,3.89796,0
693,3.94898,0
693,4,0
694,1.5,0
694,1.55102,0
694,1.60204,0
694,1.65306,0
694,1.70408,0
694,1.7551,0
694,1.80612,0
694,1.85714,0
694,1.90816,0
694,1.95918,0
694,2.0102,0
694,2.06122,0
694,2.11224,0
694,2.16327,0
694,2.21429,0
694,2.26531,0
694,2.31633,0
694,2.36735,0
694,2.41837,0
694,2.46939,7.91459e-06
694,2.52041,0.01936
694,2.57143,0.237823
694,2.62245,0.90518
694,2.67347,2.27986
694,2.72449,1.90864
694,2.77551,2.00308
694,2.82653,0.951054
694,2.87755,0.333605
694,2.92857,0.00164673
694,2.97959,0
694,3.03061,0
694,3.08163,0
694,3.13265,0
694,3.18367,0
694,3.23469,0
694,3.28571,0
694,3.33673,0
694,3.38776,0
694,3.43878,0
694,3.4898,0
694,3.54082,0
694,3.59184,0
694,3.64286,0
694,3.69388,0
694,3.7449,0
694,3.79592,0
694,3.84694,0
694,3.89796,0
694,3.94898,0
694,4,0
695,1.5,0
695,1.55102,0
695,1.60204,0
695,1.65306,0
695,1.70408,0
695,1.7551,0
695,1.80612,0
695,1.85714,0
695,1.90816,0
695,1.95918,0
695,2.0102,0
695,2.06122,0
695,2.11224,0
695,2.16327,0
695,2.21429,0
695,2.26531,0
695,2.31633,0
695,2.36735,0
695,2.41837,0
695,2.46939,7.89957e-06
695,2.52041,0.0137199
695,2.57143,0.182134
695,2.62245,0.683242
695,2.67347,1.71743
695,2.72449,1.47714
695,2.77551,1.65971
695,2.82653,0.685704
695,2.87755,0.262517
695,2.92857,0.000626577
695,2.97959,0
695,3.03061,0
695,3.08163,0
695,3.13265,0
695,3.18367,0
695,3.23469,0
695,3.28571,0
695,3.33673,0
695,3.38776,0
695,3.43878,0
695,3.4898,0
695,3.54082,0
695,3.59184,0
695,3.64286,0
695,3.69388,0
695,3.7449,0
695,3.79592,0
695,3.84694,0
695,3.89796,0
695,3.94898,0
695,4,0
696,1.5,0
696,1.55102,0
696,1.60204,0
696,1.65306,0
696,1.70408,0
696,1.7551,0
696,1.80612,0
696,1.85714,0
696,1.90816,0
696,1.95918,0
696,2.0102,0
696,2.06122,0
696,2.11224,0
696,2.16327,0
696,2.21429,0
696,2.26531,0
696,2.31633,0
696,2.36735,0
696,2.41837,0
696,2.46939,8.76165e-06
696,2.52041,0.0188456
696,2.57143,0.238678
696,2.62245,0.91236
696,2.67347,2.26996
696,2.72449,1.97053
696,2.77551,2.2415
696,2.82653,0.780303
696,2.87755,0.320396
696,2.92857,0.000874005
696,2.97959,0
696,3.03061,0
696,3.08163,0
696,3.13265,0
696,3.18367,0
696,3.23469,0
696,3.28571,0
696,3.33673,0
696,3.38776,0
696,3.43878,0
696,3.4898,0
696,3.54082,0
696,3.59184,0
696,3.64286,0
696,3.69388,0
696,3.7449,0
696,3.79592,0
696,3.84694,0
696,3.89796,0
696,3.94898,0
696,4,0
697,1.5,0
697,1.55102,0
697,1.60204,0
697,1.65306,0
697,1.70408,0
697,1.7551,0
697,1.80612,0
697,1.85714,0
697,1.90816,0
697,1.95918,0
697,2.0102,0
697,2.06122,0
697,2.11224,0
697,2.16327,0
697,2.21429,0
697,2.26531,0
697,2.31633,0
697,2.36735,0
697,2.41837,0
697,2.46939,6.54448e-06
697,2.52041,0.0151668
697,2.57143,0.196062
697,2.62245,0.95649
697,2.67347,1.72594
697,2.72449,1.66904
697,2.77551,1.92627
697,2.82653,0.674343
697,2.87755,0.276844
697,2.92857,0.000841485
697,2.97959,0
697,3.03061,0
697,3.08163,0
697,3.13265,0
697,3.18367,0
697,3.23469,0
697,3.28571,0
697,3.33673,0
697,3.38776,0
697,3.43878,0
697,3.4898,0
697,3.54082,0
697,3.59184,0
697,3.64286,0
697,3.69388,0
697,3.7449,0
697,3.79592,0
697,3.84694,0
697,3.89796,0
697,3.94898,0
697,4,0
698,1.5,0
698,1.55102,0
698,1.60204,0
698,1.65306,0
698,1.70408,0
698,1.7551,0
698,1.80612,0
698,1.85714,0
698,1.90816,0
698,1.95918,0
698,2.0102,0
698,2.06122,0
698,2.11224,0
698,2.16327,0
698,2.21429,0
698,2.26531,0
698,2.31633,0
698,2.36735,0
698,2.41837,0
698,2.46939,3.98872e-06
698,2.52041,0.0112995
698,2.57143,0.155539
698,2.62245,0.775533
698,2.67347,1.61036
698,2.72449,1.27697
698,2.77551,1.64054
698,2.82653,0.580614
698,2.87755,0.239651
698,2.92857,0.000640537
698,2.97959,0
698,3.03061,0
698,3.08163,0
698,3.13265,0
698,3.18367,0
698,3.23469,0
698,3.28571,0
698,3.33673,0
698,3.38776,0
698,3.43878,0
698,3.4898,0
698,3.54082,0
698,3.59184,0
698,3.64286,0
698,3.69388,0
698,3.7449,0
698,3.79592,0
698,3.84694,0
698,3.89796,0
698,3.94898,0
698,4,0
699,1.5,0
699,1.55102,0
699,1.60204,0
699,1.65306,0
699,1.70408,0
699,1.7551,0
699,1.80612,0
699,1.85714,0
699,1.90816,0
699,1.95918,0
699,2.0102,0
699,2.06122,0
699,2.11224,0
699,2.16327,0
699,2.21429,0
699,2.26531,0
699,2.31633,0
699,2.36735,0
699,2.41837,0
699,2.46939,4.02464e-06
699,2.52041,0.0132754
699,2.57143,0.190811
699,2.62245,1.00036
699,2.67347,2.22495
699,2.72449,1.5212
699,2.77551,2.19717
699,2.82653,0.797495
699,2.87755,0.331232
699,2.92857,0.00117062
699,2.97959,0
699,3.03061,0
699,3.08163,0
699,3.13265,0
699,3.18367,0
699,3.23469,0
699,3.28571,0
699,3.33673,0
699,3.38776,0
699,3.43878,0
699,3.4898,0
699,3.54082,0
699,3.59184,0
699,3.64286,0
699,3.69388,0
699,3.7449,0
699,3.79592,0
699,3.84694,0
699,3.89796,0
699,3.94898,0
699,4,0
700,1.5,0
700,1.55102,0
700,1.60204,0
700,1.65306,0
700,1.70408,0
700,1.7551,0
700,1.80612,0
700,1.85714,0
700,1.90816,0
700,1.95918,0
700,2.0102,0
700,2.06122,0
700,2.11224,0
700,2.16327,0
700,2.21429,0
700,2.26531,0
700,2.31633,0
700,2.36735,0
700,2.41837,0
700,2.46939,6.86007e-06
700,2.52041,0.016382
700,2.57143,0.225374
700,2.62245,1.36716
700,2.67347,2.20485
700,2.72449,1.64902
700,2.77551,2.27955
700,2.82653,0.79758
700,2.87755,0.308189
700,2.92857,0.000875334
700,2.97959,0
700,3.03061,0
700,3.08163,0
700,3.13265,0
700,3.18367,0
700,3.23469,0
700,3.28571,0
700,3.33673,0
700,3.38776,0
700,3.43878,0
700,3.4898,0
700,3.54082,0
700,3.59184,0
700,3.64286,0
700,3.69388,0
700,3.7449,0
700,3.79592,0
700,3.84694,0
700,3.89796,0
700,3.94898,0
700,4,0
701,1.5,0
701,1.55102,0
701,1.60204,0
701,1.65306,0
701,1.70408,0
701,1.7551,0
701,1.80612,0
701,1.85714,0
701,1.90816,0
701,1.95918,0
701,2.0102,0
701,2.06122,0
701,2.11224,0
701,2.16327,0
701,2.21429,0
701,2.26531,0
701,2.31633,0
701,2.36735,0
701,2.41837,0
701,2.46939,4.66861e-06
701,2.52041,0.0142612
701,2.57143,0.210548
701,2.62245,1.30026
701,2.67347,1.9911
701,2.72449,1.86607
701,2.77551,2.29563
701,2.82653,0.830258
701,2.87755,0.321618
701,2.92857,0.00119426
701,2.97959,0
701,3.03061,0
701,3.08163,0
701,3.13265,0
701,3.18367,0
701,3.23469,0
701,3.28571,0
701,3.33673,0
701,3.38776,0
701,3.43878,0
701,3.4898,0
701,3.54082,0
701,3.59184,0
701,3.64286,0
701,3.69388,0
701,3.7449,0
701,3.79592,0
701,3.84694,0
701,3.89796,0
701,3.94898,0
701,4,0
702,1.5,0
702,1.55102,0
702,1.60204,0
702,1.65306,0
702,1.70408,0
702,1.7551,0
702,1.80612,0
702,1.85714,0
702,1.90816,0
702,1.95918,0
702,2.0102,0
702,2.06122,0
702,2.11224,0
702,2.16327,0
702,2.21429,0
702,2.26531,0
702,2.31633,0
702,2.36735,0
702,2.41837,0
702,2.46939,3.91885e-06
702,2.52041,0.0139779
702,2.57143,0.203969
702,2.62245,1.45518
702,2.67347,1.72844
702,2.72449,1.74521
702,2.77551,2.16124
702,2.82653,0.775598
702,2.87755,0.295113
702,2.92857,0.00122987
702,2.97959,0
702,3.03061,0
702,3.08163,0
702,3.13265,0
702,3.18367,0
702,3.23469,0
702,3.28571,0
702,3.33673,0
702,3.38776,0
702,3.43878,0
702,3.4898,0
702,3.54082,0
702,3.59184,0
702,3.64286,0
702,3.69388,0
702,3.7449,0
702,3.79592,0
702,3.84694,0
702,3.89796,0
702,3.94898,0
702,4,0
703,1.5,0
703,1.55102,0
703,1.60204,0
703,1.65306,0
703,1.70408,0
703,1.7551,0
703,1.80612,0
703,1.85714,0
703,1.90816,0
703,1.95918,0
703,2.0102,0
703,2.06122,0
703,2.11224,0
703,2.16327,0
703,2.21429,0
703,2.26531,0
703,2.31633,0
703,2.36735,0
703,2.41837,0
703,2.46939,4.31032e-06
703,2.52041,0.0152467
703,2.57143,0.358054
703,2.62245,1.32759
703,2.67347,1.74213
703,2.72449,1.70745
703,2.77551,2.09669
703,2.82653,0.741057
703,2.87755,0.26947
703,2.92857,0.00102122
703,2.97959,0
703,3.03061,0
703,3.08163,0
703,3.13265,0
703,3.18367,0
703,3.23469,0
703,3.28571,0
703,3.33673,0
703,3.38776,0
703,3.43878,0
703,3.4898,0
703,3.54082,0
703,3.59184,0
703,3.64286,0
703,3.69388,0
703,3.7449,0
703,3.79592,0
703,3.84694,0
703,3.89796,0
703,3.94898,0
703,4,0
704,1.5,0
704,1.55102,0
704,1.60204,0
704,1.65306,0
704,1.70408,0
704,1.7551,0
704,1.80612,0
704,1.85714,0
704,1.90816,0
704,1.95918,0
704,2.0102,0
704,2.06122,0
704,2.11224,0
704,2.16327,0
704,2.21429,0
704,2.26531,0
704,2.31633,0
704,2.36735,0
704,2.41837,0
704,2.46939,0
704,2.52041,0.0433119
704,2.57143,0.280556
704,2.62245,1.25014
704,2.67347,1.65928
704,2.72449,1.67838
704,2.77551,2.01663
704,2.82653,0.743335
704,2.87755,0.272348
704,2.92857,0.00104353
704,2.97959,0
704,3.03061,0
704,3.08163,0
704,3.13265,0
704,3.18367,0
704,3.23469,0
704,3.28571,0
704,3.33673,0
704,3.38776,0
704,3.43878,0
704,3.4898,0
704,3.54082,0
704,3.59184,0
704,3.64286,0
704,3.69388,0
704,3.7449,0
704,3.79592,0
704,3.84694,0
704,3.89796,0
704,3.94898,0
704,4,0
705,1.5,0
705,1.55102,0
705,1.60204,0
705,1.65306,0
705,1.70408,0
705,1.7551,0
705,1.80612,0
705,1.85714,0
705,1.90816,0
705,1.95918,0
705,2.0102,0
705,2.06122,0
705,2.11224,0
705,2.16327,0
705,2.21429,0
705,2.26531,0
705,2.31633,0
705,2.36735,0
705,2.41837,0
705,2.46939,0
705,2.52041,0.0410688
705,2.57143,0.275028
705,2.62245,1.21986
705,2.67347,1.64497
705,2.72449,1.84019
705,2.77551,1.77162
705,2.82653,0.692577
705,2.87755,0.250545
705,2.92857,0.000594135
705,2.97959,0
705,3.03061,0
705,3.08163,0
705,3.13265,0
705,3.18367,0
705,3.23469,0
705,3.28571,0
705,3.33673,0
705,3.38776,0
705,3.43878,0
705,3.4898,0
705,3.54082,0
705,3.59184,0
705,3.64286,0
705,3.69388,0
705,3.7449,0
705,3.79592,0
705,3.84694,0
705,3.89796,0
705,3.94898,0
705,4,0
706,1.5,0
706,1.55102,0
706,1.60204,0
706,1.65306,0
706,1.70408,0
706,1.7551,0
706,1.80612,0
706,1.85714,0
706,1.90816,0
706,1.95918,0
706,2.0102,0
706,2.06122,0
706,2.11224,0
706,2.16327,0
706,2.21429,0
706,2.26531,0
706,2.31633,0
706,2.36735,0
706,2.41837,0
706,2.46939,0
706,2.52041,0.0467318
706,2.57143,0.311432
706,2.62245,1.40467
706,2.67347,1.86542
706,2.72449,2.08057
706,2.77551,2.06741
706,2.82653,0.838161
706,2.87755,0.260296
706,2.92857,0.000806081
706,2.97959,0
706,3.03061,0
706,3.08163,0
706,3.13265,0
706,3.18367,0
706,3.23469,0
706,3.28571,0
706,3.33673,0
706,3.38776,0
706,3.43878,0
706,3.4898,0
706,3.54082,0
706,3.59184,0
706,3.64286,0
706,3.69388,0
706,3.7449,0
706,3.79592,0
706,3.84694,0
706,3.89796,0
706,3.94898,0
706,4,0
707,1.5,0
707,1.55102,0
707,1.60204,0
707,1.65306,0
707,1.70408,0
707,1.7551,0
707,1.80612,0
707,1.85714,0
707,1.90816,0
707,1.95918,0
707,2.0102,0
707,2.06122,0
707,2.11224,0
707,2.16327,0
707,2.21429,0
707,2.26531,0
707,2.31633,0
707,2.36735,0
707,2.41837,0
707,2.46939,0
707,2.52041,0.0438144
707,2.57143,0.301072
707,2.62245,1.38142
707,2.67347,1.8279
707,2.72449,1.84133
707,2.77551,2.20309
707,2.82653,0.793097
707,2.87755,0.241566
707,2.92857,0.000581581
707,2.97959,0
707,3.03061,0
707,3.08163,0
707,3.13265,0
707,3.18367,0
707,3.23469,0
707,3.28571,0
707,3.33673,0
707,3.38776,0
707,3.43878,0
707,3.4898,0
707,3.54082,0
707,3.59184,0
707,3.64286,0
707,3.69388,0
707,3.7449,0
707,3.79592,0
707,3.84694,0
707,3.89796,0
707,3.94898,0
707,4,0
708,1.5,0
708,1.55102,0
708,1.60204,0
708,1.65306,0
708,1.70408,0
708,1.7551,0
708,1.80612,0
708,1.85714,0
708,1.90816,0
708,1.95918,0
708,2.0102,0
708,2.06122,0
708,2.11224,0
708,2.16327,0
708,2.21429,0
708,2.26531,0
708,2.31633,0
708,2.36735,0
708,2.41837,0
708,2.46939,0
708,2.52041,0.0413064
708,2.57143,0.298084
708,2.62245,1.33364
708,2.67347,1.80847
708,2.72449,1.65226
708,2.77551,2.34559
708,2.82653,0.764428
708,2.87755,0.232099
708,2.92857,0.000355956
708,2.97959,0
708,3.03061,0
708,3.08163,0
708,3.13265,0
708,3.18367,0
708,3.23469,0
708,3.28571,0
708,3.33673,0
708,3.38776,0
708,3.43878,0
708,3.4898,0
708,3.54082,0
708,3.59184,0
708,3.64286,0
708,3.69388,0
708,3.7449,0
708,3.79592,0
708,3.84694,0
708,3.89796,0
708,3.94898,0
708,4,0
709,1.5,0
709,1.55102,0
709,1.60204,0
709,1.65306,0
709,1.70408,0
709,1.7551,0
709,1.80612,0
709,1.85714,0
709,1.90816,0
709,1.95918,0
709,2.0102,0
709,2.06122,0
709,2.11224,0
709,2.16327,0
709,2.21429,0
709,2.26531,0
709,2.31633,0
709,2.36735,0
709,2.41837,0
709,2.46939,0
709,2.52041,0.0401993
709,2.57143,0.311406
709,2.62245,1.53083
709,2.67347,1.77492
709,2.72449,1.88383
709,2.77551,2.68326
709,2.82653,0.913137
709,2.87755,0.286735
709,2.92857,0.000573917
709,2.97959,0
709,3.03061,0
709,3.08163,0
709,3.13265,0
709,3.18367,0
709,3.23469,0
709,3.28571,0
709,3.33673,0
709,3.38776,0
709,3.43878,0
709,3.4898,0
709,3.54082,0
709,3.59184,0
709,3.64286,0
709,3.69388,0
709,3.7449,0
709,3.79592,0
709,3.84694,0
709,3.89796,0
709,3.94898,0
709,4,0
710,1.5,0
710,1.55102,0
710,1.60204,0
710,1.65306,0
710,1.70408,0
710,1.7551,0
710,1.80612,0
710,1.85714,0
710,1.90816,0
710,1.95918,0
710,2.0102,0
710,2.06122,0
710,2.11224,0
710,2.16327,0
710,2.21429,0
710,2.26531,0
710,2.31633,0
710,2.36735,0
710,2.41837,0
710,2.46939,0
710,2.52041,0.031858
710,2.57143,0.246959
710,2.62245,1.29694
710,2.67347,1.49851
710,2.72449,1.46679
710,2.77551,2.51567
710,2.82653,0.857236
710,2.87755,0.267946
710,2.92857,0.00112747
710,2.97959,0
710,3.03061,0
710,3.08163,0
710,3.13265,0
710,3.18367,0
710,3.23469,0
710,3.28571,0
710,3.33673,0
710,3.38776,0
710,3.43878,0
710,3.4898,0
710,3.54082,0
710,3.59184,0
710,3.64286,0
710,3.69388,0
710,3.7449,0
710,3.79592,0
710,3.84694,0
710,3.89796,0
710,3.94898,0
710,4,0
711,1.5,0
711,1.55102,0
711,1.60204,0
711,1.65306,0
711,1.70408,0
711,1.7551,0
711,1.80612,0
711,1.85714,0
711,1.90816,0
711,1.95918,0
711,2.0102,0
711,2.06122,0
711,2.11224,0
711,2.16327,0
711,2.21429,0
711,2.26531,0
711,2.31633,0
711,2.36735,0
711,2.41837,0
711,2.46939,0
711,2.52041,0.0300275
711,2.57143,0.23991
711,2.62245,1.16616
711,2.67347,1.35924
711,2.72449,1.26903
711,2.77551,2.13726
711,2.82653,0.593151
711,2.87755,0.188641
711,2.92857,0.000627375
711,2.97959,0
711,3.03061,0
711,3.08163,0
711,3.13265,0
711,3.18367,0
711,3.23469,0
711,3.28571,0
711,3.33673,0
711,3.38776,0
711,3.43878,0
711,3.4898,0
711,3.54082,0
711,3.59184,0
711,3.64286,0
711,3.69388,0
711,3.7449,0
711,3.79592,0
711,3.84694,0
711,3.89796,0
711,3.94898,0
711,4,0
712,1.5,0
712,1.55102,0
712,1.60204,0
712,1.65306,0
712,1.70408,0
712,1.7551,0
712,1.80612,0
712,1.85714,0
712,1.90816,0
712,1.95918,0
712,2.0102,0
712,2.06122,0
712,2.11224,0
712,2.16327,0
712,2.21429,0
712,2.26531,0
712,2.31633,0
712,2.36735,0
712,2.41837,0
712,2.46939,0
712,2.52041,0.035259
712,2.57143,0.432821
712,2.62245,1.33594
712,2.67347,1.72753
712,2.72449,1.64438
712,2.77551,2.76256
712,2.82653,0.785481
712,2.87755,0.247846
712,2.92857,0.000959957
712,2.97959,0
712,3.03061,0
712,3.08163,0
712,3.13265,0
712,3.18367,0
712,3.23469,0
712,3.28571,0
712,3.33673,0
712,3.38776,0
712,3.43878,0
712,3.4898,0
712,3.54082,0
712,3.59184,0
712,3.64286,0
712,3.69388,0
712,3.7449,0
712,3.79592,0
712,3.84694,0
712,3.89796,0
712,3.94898,0
712,4,0
713,1.5,0
713,1.55102,0
713,1.60204,0
713,1.65306,0
713,1.70408,0
713,1.7551,0
713,1.80612,0
713,1.85714,0
713,1.90816,0
713,1.95918,0
713,2.0102,0
713,2.06122,0
713,2.11224,0
713,2.16327,0
713,2.21429,0
713,2.26531,0
713,2.31633,0
713,2.36735,0
713,2.41837,0
713,2.46939,0
713,2.52041,0.0274905
713,2.57143,0.343313
713,2.62245,1.06694
713,2.67347,1.54453
713,2.72449,1.22763
713,2.77551,2.31228
713,2.82653,0.649086
713,2.87755,0.206935
713,2.92857,0.000644133
713,2.97959,0
713,3.03061,0
713,3.08163,0
713,3.13265,0
713,3.18367,0
713,3.23469,0
713,3.28571,0
713,3.33673,0
713,3.38776,0
713,3.43878,0
713,3.4898,0
713,3.54082,0
713,3.59184,0
713,3.64286,0
713,3.69388,0
713,3.7449,0
713,3.79592,0
713,3.84694,0
713,3.89796,0
713,3.94898,0
713,4,0
714,1.5,0
714,1.55102,0
714,1.60204,0
714,1.65306,0
714,1.70408,0
714,1.7551,0
714,1.80612,0
714,1.85714,0
714,1.90816,0
714,1.95918,0
714,2.0102,0
714,2.06122,0
714,2.11224,0
714,2.16327,0
714,2.21429,0
714,2.26531,0
714,2.31633,0
714,2.36735,0
714,2.41837,0
714,2.46939,0
714,2.52041,0.0564297
714,2.57143,0.289747
714,2.62245,1.06535
714,2.67347,1.57401
714,2.72449,1.34814
714,2.77551,2.5111
714,2.82653,0.730954
714,2.87755,0.248848
714,2.92857,0.000392522
714,2.97959,0
714,3.03061,0
714,3.08163,0
714,3.13265,0
714,3.18367,0
