Step,Alpha,Population
932,2.67347,0
932,2.72449,0
932,2.77551,0
932,2.82653,8.99856e-05
932,2.87755,0.0370629
932,2.92857,0.214644
932,2.97959,0.870138
932,3.03061,1.64302
932,3.08163,1.38454
932,3.13265,2.00088
932,3.18367,1.06434
932,3.23469,0.122502
932,3.28571,0
932,3.33673,0
932,3.38776,0
932,3.43878,0
932,3.4898,0
932,3.54082,0
932,3.59184,0
932,3.64286,0
932,3.69388,0
932,3.7449,0
932,3.79592,0
932,3.84694,0
932,3.89796,0
932,3.94898,0
932,4,0
933,1.5,0
933,1.55102,0
933,1.60204,0
933,1.65306,0
933,1.70408,0
933,1.7551,0
933,1.80612,0
933,1.85714,0
933,1.90816,0
933,1.95918,0
933,2.0102,0
933,2.06122,0
933,2.11224,0
933,2.16327,0
933,2.21429,0
933,2.26531,0
933,2.31633,0
933,2.36735,0
933,2.41837,0
933,2.46939,0
933,2.52041,0
933,2.57143,0
933,2.62245,0
933,2.67347,0
933,2.72449,0
933,2.77551,0
933,2.82653,7.36463e-05
933,2.87755,0.035138
933,2.92857,0.203735
933,2.97959,1.03249
933,3.03061,1.48344
933,3.08163,1.40262
933,3.13265,2.08238
933,3.18367,1.05591
933,3.23469,0.118398
933,3.28571,0
933,3.33673,0
933,3.38776,0
933,3.43878,0
933,3.4898,0
933,3.54082,0
933,3.59184,0
933,3.64286,0
933,3.69388,0
933,3.7449,0
933,3.79592,0
933,3.84694,0
933,3.89796,0
933,3.94898,0
933,4,0
934,1.5,0
934,1.55102,0
934,1.60204,0
934,1.65306,0
934,1.70408,0
934,1.7551,0
934,1.80612,0
934,1.85714,0
934,1.90816,0
934,1.95918,0
934,2.0102,0
934,2.06122,0
934,2.11224,0
934,2.16327,0
934,2.21429,0
934,2.26531,0
934,2.31633,0
934,2.36735,0
934,2.41837,0
934,2.46939,0
934,2.52041,0
934,2.57143,0
934,2.62245,0
934,2.67347,0
934,2.72449,0
934,2.77551,0
934,2.82653,5.76284e-05
934,2.87755,0.027288
934,2.92857,0.161762
934,2.97959,0.840757
934,3.03061,1.25802
934,3.08163,1.20147
934,3.13265,1.76457
934,3.18367,0.827817
934,3.23469,0.195896
934,3.28571,0
934,3.33673,0
934,3.38776,0
934,3.43878,0
934,3.4898,0
934,3.54082,0
934,3.59184,0
934,3.64286,0
934,3.69388,0
934,3.7449,0
934,3.79592,0
934,3.84694,0
934,3.89796,0
934,3.94898,0
934,4,0
935,1.5,0
935,1.55102,0
935,1.60204,0
935,1.65306,0
935,1.70408,0
935,1.7551,0
935,1.80612,0
935,1.85714,0
935,1.90816,0
935,1.95918,0
935,2.0102,0
935,2.06122,0
935,2.11224,0
935,2.16327,0
935,2.21429,0
935,2.26531,0
935,2.31633,0
935,2.36735,0
935,2.41837,0
935,2.46939,0
935,2.52041,0
935,2.57143,0
935,2.62245,0
935,2.67347,0
935,2.72449,0
935,2.77551,0
935,2.82653,5.32232e-05
935,2.87755,0.027898
935,2.92857,0.174014
935,2.97959,0.895262
935,3.03061,1.22257
935,3.08163,1.42615
935,3.13265,1.90884
935,3.18367,0.899439
935,3.23469,0.216345
935,3.28571,0
935,3.33673,0
935,3.38776,0
935,3.43878,0
935,3.4898,0
935,3.54082,0
935,3.59184,0
935,3.64286,0
935,3.69388,0
935,3.7449,0
935,3.79592,0
935,3.84694,0
935,3.89796,0
935,3.94898,0
935,4,0
936,1.5,0
936,1.55102,0
936,1.60204,0
936,1.65306,0
936,1.70408,0
936,1.7551,0
936,1.80612,0
936,1.85714,0
936,1.90816,0
936,1.95918,0
936,2.0102,0
936,2.06122,0
936,2.11224,0
936,2.16327,0
936,2.21429,0
936,2.26531,0
936,2.31633,0
936,2.36735,0
936,2.41837,0
936,2.46939,0
936,2.52041,0
936,2.57143,0
936,2.62245,0
936,2.67347,0
936,2.72449,0
936,2.77551,0
936,2.82653,5.22949e-05
936,2.87755,0.0300023
936,2.92857,0.196686
936,2.97959,1.00075
936,3.03061,1.38028
936,3.08163,1.61512
936,3.13265,1.94233
936,3.18367,1.24078
936,3.23469,0.251271
936,3.28571,0
936,3.33673,0
936,3.38776,0
936,3.43878,0
936,3.4898,0
936,3.54082,0
936,3.59184,0
936,3.64286,0
936,3.69388,0
936,3.7449,0
936,3.79592,0
936,3.84694,0
936,3.89796,0
936,3.94898,0
936,4,0
937,1.5,0
937,1.55102,0
937,1.60204,0
937,1.65306,0
937,1.70408,0
937,1.7551,0
937,1.80612,0
937,1.85714,0
937,1.90816,0
937,1.95918,0
937,2.0102,0
937,2.06122,0
937,2.11224,0
937,2.16327,0
937,2.21429,0
937,2.26531,0
937,2.31633,0
937,2.36735,0
937,2.41837,0
937,2.46939,0
937,2.52041,0
937,2.57143,0
937,2.62245,0
937,2.67347,0
937,2.72449,0
937,2.77551,0
937,2.82653,4.6709e-05
937,2.87755,0.022447
937,2.92857,0.150594
937,2.97959,0.795047
937,3.03061,1.13552
937,3.08163,1.40665
937,3.13265,1.73539
937,3.18367,1.03113
937,3.23469,0.34841
937,3.28571,0
937,3.33673,0
937,3.38776,0
937,3.43878,0
937,3.4898,0
937,3.54082,0
937,3.59184,0
937,3.64286,0
937,3.69388,0
937,3.7449,0
937,3.79592,0
937,3.84694,0
937,3.89796,0
937,3.94898,0
937,4,0
938,1.5,0
938,1.55102,0
938,1.60204,0
938,1.65306,0
938,1.70408,0
938,1.7551,0
938,1.80612,0
938,1.85714,0
938,1.90816,0
938,1.95918,0
938,2.0102,0
938,2.06122,0
938,2.11224,0
938,2.16327,0
938,2.21429,0
938,2.26531,0
938,2.31633,0
938,2.36735,0
938,2.41837,0
938,2.46939,0
938,2.52041,0
938,2.57143,0
938,2.62245,0
938,2.67347,0
938,2.72449,0
938,2.77551,0
938,2.82653,3.19987e-05
938,2.87755,0.0191902
938,2.92857,0.128827
938,2.97959,0.714631
938,3.03061,1.03374
938,3.08163,1.42425
938,3.13265,1.48368
938,3.18367,0.947521
938,3.23469,0.311996
938,3.28571,0
938,3.33673,0
938,3.38776,0
938,3.43878,0
938,3.4898,0
938,3.54082,0
938,3.59184,0
938,3.64286,0
938,3.69388,0
938,3.7449,0
938,3.79592,0
938,3.84694,0
938,3.89796,0
938,3.94898,0
938,4,0
939,1.5,0
939,1.55102,0
939,1.60204,0
939,1.65306,0
939,1.70408,0
939,1.7551,0
939,1.80612,0
939,1.85714,0
939,1.90816,0
939,1.95918,0
939,2.0102,0
939,2.06122,0
939,2.11224,0
939,2.16327,0
939,2.21429,0
939,2.26531,0
939,2.31633,0
939,2.36735,0
939,2.41837,0
939,2.46939,0
939,2.52041,0
939,2.57143,0
939,2.62245,0
939,2.67347,0
939,2.72449,0
939,2.77551,0
939,2.82653,3.42748e-05
939,2.87755,0.0225524
939,2.92857,0.154334
939,2.97959,0.884477
939,3.03061,1.17802
939,3.08163,1.93784
939,3.13265,1.93377
939,3.18367,1.22892
939,3.23469,0.405654
939,3.28571,0
939,3.33673,0
939,3.38776,0
939,3.43878,0
939,3.4898,0
939,3.54082,0
939,3.59184,0
939,3.64286,0
939,3.69388,0
939,3.7449,0
939,3.79592,0
939,3.84694,0
939,3.89796,0
939,3.94898,0
939,4,0
940,1.5,0
940,1.55102,0
940,1.60204,0
940,1.65306,0
940,1.70408,0
940,1.7551,0
940,1.80612,0
940,1.85714,0
940,1.90816,0
940,1.95918,0
940,2.0102,0
940,2.06122,0
940,2.11224,0
940,2.16327,0
940,2.21429,0
940,2.26531,0
940,2.31633,0
940,2.36735,0
940,2.41837,0
940,2.46939,0
940,2.52041,0
940,2.57143,0
940,2.62245,0
940,2.67347,0
940,2.72449,0
940,2.77551,0
940,2.82653,2.97211e-05
940,2.87755,0.0190808
940,2.92857,0.132852
940,2.97959,0.78842
940,3.03061,1.0932
940,3.08163,1.97165
940,3.13265,1.61134
940,3.18367,1.14579
940,3.23469,0.3887
940,3.28571,0
940,3.33673,0
940,3.38776,0
940,3.43878,0
940,3.4898,0
940,3.54082,0
940,3.59184,0
940,3.64286,0
940,3.69388,0
940,3.7449,0
940,3.79592,0
940,3.84694,0
940,3.89796,0
940,3.94898,0
940,4,0
941,1.5,0
941,1.55102,0
941,1.60204,0
941,1.65306,0
941,1.70408,0
941,1.7551,0
941,1.80612,0
941,1.85714,0
941,1.90816,0
941,1.95918,0
941,2.0102,0
941,2.06122,0
941,2.11224,0
941,2.16327,0
941,2.21429,0
941,2.26531,0
941,2.31633,0
941,2.36735,0
941,2.41837,0
941,2.46939,0
941,2.52041,0
941,2.57143,0
941,2.62245,0
941,2.67347,0
941,2.72449,0
941,2.77551,0
941,2.82653,1.90165e-05
941,2.87755,0.0160612
941,2.92857,0.120007
941,2.97959,0.682682
941,3.03061,0.934952
941,3.08163,1.52223
941,3.13265,1.53376
941,3.18367,0.983692
941,3.23469,0.338011
941,3.28571,0
941,3.33673,0
941,3.38776,0
941,3.43878,0
941,3.4898,0
941,3.54082,0
941,3.59184,0
941,3.64286,0
941,3.69388,0
941,3.7449,0
941,3.79592,0
941,3.84694,0
941,3.89796,0
941,3.94898,0
941,4,0
942,1.5,0
942,1.55102,0
942,1.60204,0
942,1.65306,0
942,1.70408,0
942,1.7551,0
942,1.80612,0
942,1.85714,0
942,1.90816,0
942,1.95918,0
942,2.0102,0
942,2.06122,0
942,2.11224,0
942,2.16327,0
942,2.21429,0
942,2.26531,0
942,2.31633,0
942,2.36735,0
942,2.41837,0
942,2.46939,0
942,2.52041,0
942,2.57143,0
942,2.62245,0
942,2.67347,0
942,2.72449,0
942,2.77551,0
942,2.82653,1.87993e-05
942,2.87755,0.016125
942,2.92857,0.196315
942,2.97959,0.651608
942,3.03061,1.02057
942,3.08163,1.7162
942,3.13265,1.77087
942,3.18367,1.15166
942,3.23469,0.401497
942,3.28571,0
942,3.33673,0
942,3.38776,0
942,3.43878,0
942,3.4898,0
942,3.54082,0
942,3.59184,0
942,3.64286,0
942,3.69388,0
942,3.7449,0
942,3.79592,0
942,3.84694,0
942,3.89796,0
942,3.94898,0
942,4,0
943,1.5,0
943,1.55102,0
943,1.60204,0
943,1.65306,0
943,1.70408,0
943,1.7551,0
943,1.80612,0
943,1.85714,0
943,1.90816,0
943,1.95918,0
943,2.0102,0
943,2.06122,0
943,2.11224,0
943,2.16327,0
943,2.21429,0
943,2.26531,0
943,2.31633,0
943,2.36735,0
943,2.41837,0
943,2.46939,0
943,2.52041,0
943,2.57143,0
943,2.62245,0
943,2.67347,0
943,2.72449,0
943,2.77551,0
943,2.82653,1.82642e-05
943,2.87755,0.0158113
943,2.92857,0.197549
943,2.97959,0.675329
943,3.03061,1.09096
943,3.08163,1.89645
943,3.13265,2.0191
943,3.18367,1.19678
943,3.23469,0.600755
943,3.28571,0
943,3.33673,0
943,3.38776,0
943,3.43878,0
943,3.4898,0
943,3.54082,0
943,3.59184,0
943,3.64286,0
943,3.69388,0
943,3.7449,0
943,3.79592,0
943,3.84694,0
943,3.89796,0
943,3.94898,0
943,4,0
944,1.5,0
944,1.55102,0
944,1.60204,0
944,1.65306,0
944,1.70408,0
944,1.7551,0
944,1.80612,0
944,1.85714,0
944,1.90816,0
944,1.95918,0
944,2.0102,0
944,2.06122,0
944,2.11224,0
944,2.16327,0
944,2.21429,0
944,2.26531,0
944,2.31633,0
944,2.36735,0
944,2.41837,0
944,2.46939,0
944,2.52041,0
944,2.57143,0
944,2.62245,0
944,2.67347,0
944,2.72449,0
944,2.77551,0
944,2.82653,1.2548e-05
944,2.87755,0.0131194
944,2.92857,0.165014
944,2.97959,0.587392
944,3.03061,0.96508
944,3.08163,1.50009
944,3.13265,1.97466
944,3.18367,1.07229
944,3.23469,0.520115
944,3.28571,0
944,3.33673,0
944,3.38776,0
944,3.43878,0
944,3.4898,0
944,3.54082,0
944,3.59184,0
944,3.64286,0
944,3.69388,0
944,3.7449,0
944,3.79592,0
944,3.84694,0
944,3.89796,0
944,3.94898,0
944,4,0
945,1.5,0
945,1.55102,0
945,1.60204,0
945,1.65306,0
945,1.70408,0
945,1.7551,0
945,1.80612,0
945,1.85714,0
945,1.90816,0
945,1.95918,0
945,2.0102,0
945,2.06122,0
945,2.11224,0
945,2.16327,0
945,2.21429,0
945,2.26531,0
945,2.31633,0
945,2.36735,0
945,2.41837,0
945,2.46939,0
945,2.52041,0
945,2.57143,0
945,2.62245,0
945,2.67347,0
945,2.72449,0
945,2.77551,0
945,2.82653,9.45743e-06
945,2.87755,0.0105378
945,2.92857,0.135448
945,2.97959,0.49691
945,3.03061,0.851398
945,3.08163,1.51233
945,3.13265,1.56653
945,3.18367,0.95706
945,3.23469,0.473877
945,3.28571,0
945,3.33673,0
945,3.38776,0
945,3.43878,0
945,3.4898,0
945,3.54082,0
945,3.59184,0
945,3.64286,0
945,3.69388,0
945,3.7449,0
945,3.79592,0
945,3.84694,0
945,3.89796,0
945,3.94898,0
945,4,0
946,1.5,0
946,1.55102,0
946,1.60204,0
946,1.65306,0
946,1.70408,0
946,1.7551,0
946,1.80612,0
946,1.85714,0
946,1.90816,0
946,1.95918,0
946,2.0102,0
946,2.06122,0
946,2.11224,0
946,2.16327,0
946,2.21429,0
946,2.26531,0
946,2.31633,0
946,2.36735,0
946,2.41837,0
946,2.46939,0
946,2.52041,0
946,2.57143,0
946,2.62245,0
946,2.67347,0
946,2.72449,0
946,2.77551,0
946,2.82653,7.45456e-06
946,2.87755,0.0119085
946,2.92857,0.158666
946,2.97959,0.588838
946,3.03061,1.01792
946,3.08163,1.82265
946,3.13265,1.90736
946,3.18367,1.2385
946,3.23469,0.529367
946,3.28571,0
946,3.33673,0
946,3.38776,0
946,3.43878,0
946,3.4898,0
946,3.54082,0
946,3.59184,0
946,3.64286,0
946,3.69388,0
946,3.7449,0
946,3.79592,0
946,3.84694,0
946,3.89796,0
946,3.94898,0
946,4,0
947,1.5,0
947,1.55102,0
947,1.60204,0
947,1.65306,0
947,1.70408,0
947,1.7551,0
947,1.80612,0
947,1.85714,0
947,1.90816,0
947,1.95918,0
947,2.0102,0
947,2.06122,0
947,2.11224,0
947,2.16327,0
947,2.21429,0
947,2.26531,0
947,2.31633,0
947,2.36735,0
947,2.41837,0
947,2.46939,0
947,2.52041,0
947,2.57143,0
947,2.62245,0
947,2.67347,0
947,2.72449,0
947,2.77551,0
947,2.82653,3.31657e-06
947,2.87755,0.0119518
947,2.92857,0.166208
947,2.97959,0.614581
947,3.03061,1.24063
947,3.08163,1.69987
947,3.13265,1.99867
947,3.18367,1.30196
947,3.23469,0.559736
947,3.28571,0
947,3.33673,0
947,3.38776,0
947,3.43878,0
947,3.4898,0
947,3.54082,0
947,3.59184,0
947,3.64286,0
947,3.69388,0
947,3.7449,0
947,3.79592,0
947,3.84694,0
947,3.89796,0
947,3.94898,0
947,4,0
948,1.5,0
948,1.55102,0
948,1.60204,0
948,1.65306,0
948,1.70408,0
948,1.7551,0
948,1.80612,0
948,1.85714,0
948,1.90816,0
948,1.95918,0
948,2.0102,0
948,2.06122,0
948,2.11224,0
948,2.16327,0
948,2.21429,0
948,2.26531,0
948,2.31633,0
948,2.36735,0
948,2.41837,0
948,2.46939,0
948,2.52041,0
948,2.57143,0
948,2.62245,0
948,2.67347,0
948,2.72449,0
948,2.77551,0
948,2.82653,4.67304e-06
948,2.87755,0.00896092
948,2.92857,0.128161
948,2.97959,0.48906
948,3.03061,0.930064
948,3.08163,1.5774
948,3.13265,1.8107
948,3.18367,1.20593
948,3.23469,0.522562
948,3.28571,0
948,3.33673,0
948,3.38776,0
948,3.43878,0
948,3.4898,0
948,3.54082,0
948,3.59184,0
948,3.64286,0
948,3.69388,0
948,3.7449,0
948,3.79592,0
948,3.84694,0
948,3.89796,0
948,3.94898,0
948,4,0
949,1.5,0
949,1.55102,0
949,1.60204,0
949,1.65306,0
949,1.70408,0
949,1.7551,0
949,1.80612,0
949,1.85714,0
949,1.90816,0
949,1.95918,0
949,2.0102,0
949,2.06122,0
949,2.11224,0
949,2.16327,0
949,2.21429,0
949,2.26531,0
949,2.31633,0
949,2.36735,0
949,2.41837,0
949,2.46939,0
949,2.52041,0
949,2.57143,0
949,2.62245,0
949,2.67347,0
949,2.72449,0
949,2.77551,0
949,2.82653,0
949,2.87755,0.00750895
949,2.92857,0.10824
949,2.97959,0.42972
949,3.03061,0.964149
949,3.08163,1.26311
949,3.13265,1.64687
949,3.18367,1.09946
949,3.23469,0.463129
949,3.28571,0
949,3.33673,0
949,3.38776,0
949,3.43878,0
949,3.4898,0
949,3.54082,0
949,3.59184,0
949,3.64286,0
949,3.69388,0
949,3.7449,0
949,3.79592,0
949,3.84694,0
949,3.89796,0
949,3.94898,0
949,4,0
950,1.5,0
950,1.55102,0
950,1.60204,0
950,1.65306,0
950,1.70408,0
950,1.7551,0
950,1.80612,0
950,1.85714,0
950,1.90816,0
950,1.95918,0
950,2.0102,0
950,2.06122,0
950,2.11224,0
950,2.16327,0
950,2.21429,0
950,2.26531,0
950,2.31633,0
950,2.36735,0
950,2.41837,0
950,2.46939,0
950,2.52041,0
950,2.57143,0
950,2.62245,0
950,2.67347,0
950,2.72449,0
950,2.77551,0
950,2.82653,0
950,2.87755,0.0084853
950,2.92857,0.125453
950,2.97959,0.514765
950,3.03061,1.17388
950,3.08163,1.57349
950,3.13265,1.84327
950,3.18367,1.5915
950,3.23469,0.591315
950,3.28571,0
950,3.33673,0
950,3.38776,0
950,3.43878,0
950,3.4898,0
950,3.54082,0
950,3.59184,0
950,3.64286,0
950,3.69388,0
950,3.7449,0
950,3.79592,0
950,3.84694,0
950,3.89796,0
950,3.94898,0
950,4,0
951,1.5,0
951,1.55102,0
951,1.60204,0
951,1.65306,0
951,1.70408,0
951,1.7551,0
951,1.80612,0
951,1.85714,0
951,1.90816,0
951,1.95918,0
951,2.0102,0
951,2.06122,0
951,2.11224,0
951,2.16327,0
951,2.21429,0
951,2.26531,0
951,2.31633,0
951,2.36735,0
951,2.41837,0
951,2.46939,0
951,2.52041,0
951,2.57143,0
951,2.62245,0
951,2.67347,0
951,2.72449,0
951,2.77551,0
951,2.82653,0
951,2.87755,0.00792052
951,2.92857,0.12007
951,2.97959,0.505516
951,3.03061,1.19222
951,3.08163,1.63159
951,3.13265,2.01308
951,3.18367,1.47882
951,3.23469,0.628214
951,3.28571,0
951,3.33673,0
951,3.38776,0
951,3.43878,0
951,3.4898,0
951,3.54082,0
951,3.59184,0
951,3.64286,0
951,3.69388,0
951,3.7449,0
951,3.79592,0
951,3.84694,0
951,3.89796,0
951,3.94898,0
951,4,0
952,1.5,0
952,1.55102,0
952,1.60204,0
952,1.65306,0
952,1.70408,0
952,1.7551,0
952,1.80612,0
952,1.85714,0
952,1.90816,0
952,1.95918,0
952,2.0102,0
952,2.06122,0
952,2.11224,0
952,2.16327,0
952,2.21429,0
952,2.26531,0
952,2.31633,0
952,2.36735,0
952,2.41837,0
952,2.46939,0
952,2.52041,0
952,2.57143,0
952,2.62245,0
952,2.67347,0
952,2.72449,0
952,2.77551,0
952,2.82653,0
952,2.87755,0.00688924
952,2.92857,0.109519
952,2.97959,0.455711
952,3.03061,1.03734
952,3.08163,1.43595
952,3.13265,1.61923
952,3.18367,1.47992
952,3.23469,0.552029
952,3.28571,0
952,3.33673,0
952,3.38776,0
952,3.43878,0
952,3.4898,0
952,3.54082,0
952,3.59184,0
952,3.64286,0
952,3.69388,0
952,3.7449,0
952,3.79592,0
952,3.84694,0
952,3.89796,0
952,3.94898,0
952,4,0
953,1.5,0
953,1.55102,0
953,1.60204,0
953,1.65306,0
953,1.70408,0
953,1.7551,0
953,1.80612,0
953,1.85714,0
953,1.90816,0
953,1.95918,0
953,2.0102,0
953,2.06122,0
953,2.11224,0
953,2.16327,0
953,2.21429,0
953,2.26531,0
953,2.31633,0
953,2.36735,0
953,2.41837,0
953,2.46939,0
953,2.52041,0
953,2.57143,0
953,2.62245,0
953,2.67347,0
953,2.72449,0
953,2.77551,0
953,2.82653,0
953,2.87755,0.00525121
953,2.92857,0.085918
953,2.97959,0.372401
953,3.03061,0.871515
953,3.08163,1.27289
953,3.13265,1.62047
953,3.18367,1.25277
953,3.23469,0.523137
953,3.28571,0
953,3.33673,0
953,3.38776,0
953,3.43878,0
953,3.4898,0
953,3.54082,0
953,3.59184,0
953,3.64286,0
953,3.69388,0
953,3.7449,0
953,3.79592,0
953,3.84694,0
953,3.89796,0
953,3.94898,0
953,4,0
954,1.5,0
954,1.55102,0
954,1.60204,0
954,1.65306,0
954,1.70408,0
954,1.7551,0
954,1.80612,0
954,1.85714,0
954,1.90816,0
954,1.95918,0
954,2.0102,0
954,2.06122,0
954,2.11224,0
954,2.16327,0
954,2.21429,0
954,2.26531,0
954,2.31633,0
954,2.36735,0
954,2.41837,0
954,2.46939,0
954,2.52041,0
954,2.57143,0
954,2.62245,0
954,2.67347,0
954,2.72449,0
954,2.77551,0
954,2.82653,0
954,2.87755,0.00568986
954,2.92857,0.0952294
954,2.97959,0.428736
954,3.03061,1.01784
954,3.08163,1.35794
954,3.13265,2.09801
954,3.18367,1.52193
954,3.23469,0.63259
954,3.28571,0
954,3.33673,0
954,3.38776,0
954,3.43878,0
954,3.4898,0
954,3.54082,0
954,3.59184,0
954,3.64286,0
954,3.69388,0
954,3.7449,0
954,3.79592,0
954,3.84694,0
954,3.89796,0
954,3.94898,0
954,4,0
955,1.5,0
955,1.55102,0
955,1.60204,0
955,1.65306,0
955,1.70408,0
955,1.7551,0
955,1.80612,0
955,1.85714,0
955,1.90816,0
955,1.95918,0
955,2.0102,0
955,2.06122,0
955,2.11224,0
955,2.16327,0
955,2.21429,0
955,2.26531,0
955,2.31633,0
955,2.36735,0
955,2.41837,0
955,2.46939,0
955,2.52041,0
955,2.57143,0
955,2.62245,0
955,2.67347,0
955,2.72449,0
955,2.77551,0
955,2.82653,0
955,2.87755,0.00568135
955,2.92857,0.0964169
955,2.97959,0.453191
955,3.03061,0.979619
955,3.08163,1.54893
955,3.13265,2.28408
955,3.18367,1.64795
955,3.23469,0.676976
955,3.28571,0
955,3.33673,0
955,3.38776,0
955,3.43878,0
955,3.4898,0
955,3.54082,0
955,3.59184,0
955,3.64286,0
955,3.69388,0
955,3.7449,0
955,3.79592,0
955,3.84694,0
955,3.89796,0
955,3.94898,0
955,4,0
956,1.5,0
956,1.55102,0
956,1.60204,0
956,1.65306,0
956,1.70408,0
956,1.7551,0
956,1.80612,0
956,1.85714,0
956,1.90816,0
956,1.95918,0
956,2.0102,0
956,2.06122,0
956,2.11224,0
956,2.16327,0
956,2.21429,0
956,2.26531,0
956,2.31633,0
956,2.36735,0
956,2.41837,0
956,2.46939,0
956,2.52041,0
956,2.57143,0
956,2.62245,0
956,2.67347,0
956,2.72449,0
956,2.77551,0
956,2.82653,0
956,2.87755,0.00467169
956,2.92857,0.0810107
956,2.97959,0.382214
956,3.03061,0.893132
956,3.08163,1.43533
956,3.13265,1.9934
956,3.18367,1.37775
956,3.23469,0.793596
956,3.28571,0
956,3.33673,0
956,3.38776,0
956,3.43878,0
956,3.4898,0
956,3.54082,0
956,3.59184,0
956,3.64286,0
956,3.69388,0
956,3.7449,0
956,3.79592,0
956,3.84694,0
956,3.89796,0
956,3.94898,0
956,4,0
957,1.5,0
957,1.55102,0
957,1.60204,0
957,1.65306,0
957,1.70408,0
957,1.7551,0
957,1.80612,0
957,1.85714,0
957,1.90816,0
957,1.95918,0
957,2.0102,0
957,2.06122,0
957,2.11224,0
957,2.16327,0
957,2.21429,0
957,2.26531,0
957,2.31633,0
957,2.36735,0
957,2.41837,0
957,2.46939,0
957,2.52041,0
957,2.57143,0
957,2.62245,0
957,2.67347,0
957,2.72449,0
957,2.77551,0
957,2.82653,0
957,2.87755,0.00404556
957,2.92857,0.0737351
957,2.97959,0.343745
957,3.03061,0.776067
957,3.08163,1.44641
957,3.13265,1.57252
957,3.18367,1.22415
957,3.23469,0.699973
957,3.28571,0
957,3.33673,0
957,3.38776,0
957,3.43878,0
957,3.4898,0
957,3.54082,0
957,3.59184,0
957,3.64286,0
957,3.69388,0
957,3.7449,0
957,3.79592,0
957,3.84694,0
957,3.89796,0
957,3.94898,0
957,4,0
958,1.5,0
958,1.55102,0
958,1.60204,0
958,1.65306,0
958,1.70408,0
958,1.7551,0
958,1.80612,0
958,1.85714,0
958,1.90816,0
958,1.95918,0
958,2.0102,0
958,2.06122,0
958,2.11224,0
958,2.16327,0
958,2.21429,0
958,2.26531,0
958,2.31633,0
958,2.36735,0
958,2.41837,0
958,2.46939,0
958,2.52041,0
958,2.57143,0
958,2.62245,0
958,2.67347,0
958,2.72449,0
958,2.77551,0
958,2.82653,0
958,2.87755,0.00363332
958,2.92857,0.0693566
958,2.97959,0.329269
958,3.03061,0.691856
958,3.08163,1.57223
958,3.13265,1.66572
958,3.18367,1.29852
958,3.23469,0.75786
958,3.28571,0
958,3.33673,0
958,3.38776,0
958,3.43878,0
958,3.4898,0
958,3.54082,0
958,3.59184,0
958,3.64286,0
958,3.69388,0
958,3.7449,0
958,3.79592,0
958,3.84694,0
958,3.89796,0
958,3.94898,0
958,4,0
959,1.5,0
959,1.55102,0
959,1.60204,0
959,1.65306,0
959,1.70408,0
959,1.7551,0
959,1.80612,0
959,1.85714,0
959,1.90816,0
959,1.95918,0
959,2.0102,0
959,2.06122,0
959,2.11224,0
959,2.16327,0
959,2.21429,0
959,2.26531,0
959,2.31633,0
959,2.36735,0
959,2.41837,0
959,2.46939,0
959,2.52041,0
959,2.57143,0
959,2.62245,0
959,2.67347,0
959,2.72449,0
959,2.77551,0
959,2.82653,0
959,2.87755,0.0038553
959,2.92857,0.0761593
959,2.97959,0.372862
959,3.03061,0.802642
959,3.08163,1.87063
959,3.13265,1.84127
959,3.18367,1.78924
959,3.23469,0.936096
959,3.28571,0.0013413
959,3.33673,0
959,3.38776,0
959,3.43878,0
959,3.4898,0
959,3.54082,0
959,3.59184,0
959,3.64286,0
959,3.69388,0
959,3.7449,0
959,3.79592,0
959,3.84694,0
959,3.89796,0
959,3.94898,0
959,4,0
960,1.5,0
960,1.55102,0
960,1.60204,0
960,1.65306,0
960,1.70408,0
960,1.7551,0
960,1.80612,0
960,1.85714,0
960,1.90816,0
960,1.95918,0
960,2.0102,0
960,2.06122,0
960,2.11224,0
960,2.16327,0
960,2.21429,0
960,2.26531,0
960,2.31633,0
960,2.36735,0
960,2.41837,0
960,2.46939,0
960,2.52041,0
960,2.57143,0
960,2.62245,0
960,2.67347,0
960,2.72449,0
960,2.77551,0
960,2.82653,0
960,2.87755,0.00347769
960,2.92857,0.0703363
960,2.97959,0.356863
960,3.03061,0.7793
960,3.08163,1.74472
960,3.13265,1.84861
960,3.18367,1.74621
960,3.23469,0.807896
960,3.28571,0.0908415
960,3.33673,0
960,3.38776,0
960,3.43878,0
960,3.4898,0
960,3.54082,0
960,3.59184,0
960,3.64286,0
960,3.69388,0
960,3.7449,0
960,3.79592,0
960,3.84694,0
960,3.89796,0
960,3.94898,0
960,4,0
961,1.5,0
961,1.55102,0
961,1.60204,0
961,1.65306,0
961,1.70408,0
961,1.7551,0
961,1.80612,0
961,1.85714,0
961,1.90816,0
961,1.95918,0
961,2.0102,0
961,2.06122,0
961,2.11224,0
961,2.16327,0
961,2.21429,0
961,2.26531,0
961,2.31633,0
961,2.36735,0
961,2.41837,0
961,2.46939,0
961,2.52041,0
961,2.57143,0
961,2.62245,0
961,2.67347,0
961,2.72449,0
961,2.77551,0
961,2.82653,0
961,2.87755,0.00284124
961,2.92857,0.059781
961,2.97959,0.295066
961,3.03061,0.636122
961,3.08163,1.63733
961,3.13265,1.60664
961,3.18367,1.59281
961,3.23469,0.753568
961,3.28571,0.0858815
961,3.33673,0
961,3.38776,0
961,3.43878,0
961,3.4898,0
961,3.54082,0
961,3.59184,0
961,3.64286,0
961,3.69388,0
